"","N.C.1","N.C.2","N.C.3","N.C.4","N.SP3.1","N.SP3.2","N.SP3.3","N.SP3.4","E.C.1","E.C.2","E.C.3","E.C.4","E.SP3.1","E.SP3.2","E.SP3.3","E.SP3.4"
"Gdap10",5.99589244870954,6.15688989155333,5.65891017676218,5.59468563020668,6.85422653644348,6.92739308255812,7.4317478158964,7.34427540580569,5.39312363952706,5.66093868887677,5.3335946706462,6.06965086931823,6.37539291873024,7.27333864243132,7.50169648832526,7.2643344857802
"Mir3109",3.28463843820134,4.21408103301229,4.14733390504033,3.7176066239289,5.50539873376272,5.36115102226414,6.09480723016265,6.24585426796891,4.09539537575993,3.75744791375399,3.31125898559053,4.36963178531384,5.32626413058902,6.15166553106185,6.4495231378384,5.99881906003916
"Cahm",3.38971124521949,3.24307018708022,2.97846292498148,3.0094378499406,4.31075984615909,4.15196824122214,4.89849634668999,4.76159517233746,2.2272497426777,2.80397695719819,2.24659705499082,2.47343777909894,3.62116899499103,3.76283979380575,4.28007325821379,3.85324880776452
"Snord42a",8.03522347389559,7.35832970072956,7.87533690487669,8.66760811721932,8.10079433683537,7.31495658339486,7.57603950545936,7.27200609369569,7.94331369507644,8.02639889259146,9.07509638934508,8.04593435661334,6.48426791974278,7.30607119618692,7.60953103052763,6.60919375578412
"Mir5103",5.17222565097998,5.12596657198927,4.61261818716726,4.98435888906428,4.0671059716921,3.58584343139529,3.70065214227134,4.09862850722894,3.09644412732942,3.8261223688788,3.95884158236168,4.60748952344794,3.28833134566075,3.95031398228867,4.46611714914565,4.93015628325235
"Mir5123",5.52220838977862,6.47699699502915,5.25961214187731,4.96817462653013,5.60686364962423,6.35961287563193,6.68610951314646,6.54068044029844,4.60177787467989,4.86495295950925,4.32053411477523,5.27902488027499,5.89670739018493,5.2220263822995,6.0624157606725,6.12981655951709
"9330133O14Rik",5.08291651821573,5.13276279124194,5.70747658473398,5.56851334246639,6.12473592936415,5.82638237973322,6.4849888671181,6.44687223785484,5.66557630989264,5.66180746514876,4.7303651488907,5.41412268780592,6.60107901184871,6.54276663992817,6.6557477074501,6.7764212915439
"Pds5b",5.09634704952552,5.18479942036737,5.18033031146406,4.9705690661636,4.11385627910364,4.02107341549936,4.08434533158832,4.11711188583927,4.95794809199046,5.06728180981034,4.8143285157902,5.13165555137877,3.9996065895957,4.01807682236257,4.19772157788128,4.40153645154432
"AI839979",2.86918764400478,2.92139772883938,2.31059263357029,2.56415477824092,2.34103112530937,2.57911265713975,2.20258219974717,2.42300428546539,2.01479043259593,2.18006511824382,2.00686925155574,1.94575797396196,3.09748848777431,3.49659905414728,4.10538556887994,4.19312538658166
"Gm21188",5.85500327596207,6.29714797000284,5.98442084501416,5.85776435249278,5.15739093619149,4.36351124057697,4.09879861025535,4.86723483024702,7.27500894178196,7.53627540065029,6.73880937494952,7.39643447796577,6.35978308140772,6.47454358677188,6.86748999708792,7.01929232766801
"Emilin1",5.17628254062744,4.90962742818022,5.3781717444615,5.25797172512405,6.04282935085164,5.87065101298706,6.59132362154691,6.78395178202761,5.74365879003715,5.59233760930741,5.01738697681025,5.67767928430562,5.4404725885763,6.37440699861223,6.4995609157523,6.52980190831988
"Rpusd3",3.73611698057719,3.86190542667417,4.17860242526754,3.97640644034479,3.3211727231576,3.32403133278222,3.4594574762093,3.43596659954188,5.30483040171604,5.04087288113979,5.00876646668047,4.77144573234404,4.26233120622278,3.76138353235442,3.38190690612191,3.72283061094834
"Hepacam2",4.10157564834189,4.84637862771178,2.3791226898902,2.97293438489088,3.22265055182568,2.4718973901558,2.14249500850978,2.33997984748981,2.65348902013751,3.02029853480133,2.70597618178346,2.59667947954491,2.55202658688039,2.36299724571903,2.45730915167954,2.32707443713536
"Prkd2",5.35667587074899,5.23665511253713,4.83278581705284,5.10711245153273,4.68327874273769,3.92503619868003,3.236165978892,4.24012230090439,4.80551010924268,4.73599559025101,5.12266813365921,4.93169806802231,4.24140667662223,4.35226410613033,4.09530210377726,4.07755645727691
"AI467606",4.2504403452609,4.15680590119029,4.72796516745971,4.58018149070559,3.40558548659242,3.05955647358996,2.99336737328684,3.54383099532952,4.50967863540686,4.15747112855688,3.71874370496159,4.46950386383716,2.99831736125965,3.45959238359894,3.46400317585776,3.18913635901728
"Phkb",4.74858836609788,5.01389483165535,5.47768362556918,4.90179737436666,4.06641496180382,4.10188935582475,3.69381314151928,4.17706010385769,5.42141226867056,5.17918147873737,4.19114646026587,5.06296462866708,4.33578584596512,4.434861810083,3.95596063396594,3.91095924483105
"E230013L22Rik",4.21149023782761,4.72499376078418,4.30221683641335,4.48520793221403,5.68836008436866,5.54374702567604,6.2259547857818,6.02172839291775,4.21228437318744,4.14382920194723,4.55562819324261,4.40686553537483,5.27494737790513,5.68922929666168,5.91292291072739,5.79846451442631
"LOC102635154",3.79646104663318,3.64172511920067,3.30909057240121,3.35391217325451,5.81563877887593,5.84515375415965,6.47756880217136,6.25650085103826,3.68453971358461,4.14893981901215,3.64913770839387,3.57863058613644,5.71321015786152,6.30324331355716,6.46998743958219,6.50190768175226
"LOC102636558",3.64157602570445,3.73844203190044,3.20406771204537,3.80084703251938,2.9222006590887,2.25146452943008,1.72913014371022,2.32084363284371,3.58587764939415,3.66964653876759,3.12184884978875,3.24667584766505,2.92511878753671,2.41088933093201,2.89398945517101,3.28768383630658
"LOC102638993",4.35612048589474,5.14779113187627,3.66843777313027,4.45386054967747,5.69611632701299,5.64235159351427,5.16362271730725,5.38904004937368,4.34492010168637,4.65400779382493,4.10254983530826,4.60981262683988,6.27763145193061,5.82907796725374,5.5503966222221,5.83475812522796
"Gm36856",4.11139824032835,4.47009445378176,3.85749658466577,3.87915004256094,5.69330092790165,5.73572997387194,6.01982689004444,5.7910827752506,4.40350706822733,4.52751781869344,3.46935367275273,4.25565721554069,6.04014264494056,6.36573664850714,6.26656495039819,5.79613753958398
"Phldb1",3.38950657765931,3.50186648930194,3.63909900450341,3.33125148651316,5.05574465091369,4.63890381994213,4.19685802080368,4.52282436048387,3.18929094436859,3.41122977793413,3.37532830689114,3.12551670988676,3.85078410976028,4.64326174513866,4.51010545827808,4.17926990830193
"Firre",5.56479906124315,5.49073644884823,4.45766238324477,5.24372544623189,4.60127386194138,3.7190759411904,3.98631751842998,4.01295693032057,3.9605520441044,4.28745224979748,5.55330301094355,4.65530204619818,3.78250439048571,3.60017473636299,3.83937136564137,3.37583611268881
"Cep57l1",3.04368543897081,3.14987874245952,3.35145235685715,3.17800569343004,2.33406769785387,2.1174141289974,2.3485726718756,2.3069846586932,3.35053700750458,3.57223284397883,3.35018394306562,3.30694456317332,2.05386443593433,2.06646980452929,2.07577837665505,2.72081738916367
"Cdc42ep2",4.47065395835828,4.66542836991026,5.29921867104382,5.05732368163056,5.98911130398253,6.01399637080575,6.07198272501785,6.0944916970766,5.28947434643422,5.06083546044238,4.53543970780234,4.80414978006087,5.97345084937992,5.79936820988845,6.35924996597429,5.81339632994812
"Ptpn23",5.64090847038235,5.5162921782794,5.82024053314083,5.59211817807688,6.70188977087426,6.31612359708726,6.89746398043897,6.87955088896108,5.63965692221657,5.49108816641171,5.3202313370697,5.57491586970953,6.05032839096883,6.38397178890643,6.61385653123007,6.29282333776443
"Arrdc3",6.34000349395222,6.38356930229193,6.47417358582038,6.35938039461111,4.68340635508705,5.13634023207055,3.67397390416465,3.84140489183545,6.92444709380843,7.45423878559934,6.1501259217741,7.31182799894947,5.99835494728964,5.62578479394915,4.52391605047241,5.34099971876292
"LOC105246847",3.28894616011119,2.93572093714491,2.11621785192287,2.96274776190286,4.12068895192092,3.61622466214108,4.46977997725183,4.21219813584395,2.22485243144873,2.45903868000293,2.67597349661462,2.2665772557095,3.97905042955954,4.33615318026658,4.76059999646317,4.62807390094326
"Mycbp2",7.81822452563616,7.99431990581478,7.60553420459217,7.646377578165,6.22700815907602,6.42997694240832,6.20196999234249,6.27899103363118,7.56448313237807,7.71094242325554,8.22229591759729,7.99534716477732,7.11493211456293,6.17795432561575,6.41628633962346,6.61721856619751
"Ift140",4.98941364278582,5.00191886125334,4.98150836591789,4.89539207149849,4.06613352195625,4.09550114371019,4.24940005044606,3.94294927292574,4.9782831330134,4.7583022115689,5.24655026311082,5.00707814733688,4.2780939532705,3.90030740553725,3.90607041286702,3.71589160013663
"Dhx57",4.90724056404376,5.05659762391242,4.56658460559768,4.45334482846763,4.17642522021251,3.9549060188379,3.75686175942253,3.83196914185357,4.90362647059483,4.71730965611394,5.35778557252682,4.86312981946332,3.5804875370827,4.08838450368366,3.77229455025084,3.52391190718008
"AW112010",5.58791085256618,6.2127815579984,7.0245958606507,6.59964350959958,7.24012700333087,6.54166216464109,6.93201059680146,7.95608974651392,7.35987284194888,7.49953725653173,5.46380792823955,7.12943370400913,7.09324902605406,7.91234232361993,8.55923279960989,8.69671354292312
"Fam111a",6.05268546712664,6.31133201043077,6.39435789442888,6.22328182069985,4.90214735293817,4.3872850475359,4.80084421753172,5.29334639780671,6.21668272321448,6.11647566093393,5.65534571892237,6.37907633750456,4.03442318832386,5.04956605241814,5.13012817743578,5.49052959580638
"Slc25a45",5.3157105338183,5.23594484084429,5.87095950482381,5.67809184358442,4.4019721453634,4.21812031490268,4.25873011225344,4.65177283594124,5.61208055807699,5.74490901207788,5.02305530173627,5.89287192853468,4.77429182063818,4.40297425349168,4.88045937196792,4.89088207083985
"Prkag2",4.483520572512,4.35534000282847,4.13136772810621,4.19964349903028,3.19985183160193,3.18682502933772,3.13716541198126,3.21159761822943,4.33995572424032,4.32215991757503,3.66807115250576,4.71142853481628,3.6500799244696,3.28216189205909,3.02110685800207,3.04457124124324
"Sft2d2",5.87229565284565,6.25606757204404,6.38936002105226,6.45512283902945,5.56341411383419,5.34126199243529,4.54733144467573,5.43402528877308,6.49943399740313,6.2982160711203,5.76364628852148,6.72651171580628,5.81135451286722,5.17653223606021,5.65563723240658,5.72516754824205
"Phka2",6.14122544407217,6.00665195440802,6.19452352181057,6.00009532177022,5.40700805660858,4.92302620105767,4.54288181311625,4.96950288148709,6.23223095210748,6.21982720773977,5.80289079170588,6.1806858275104,5.42541004559688,5.00930677652271,5.158078258579,5.08748981103308
"Dgkg",6.11584460952763,6.26247477119045,6.10919427876103,5.74697281567311,3.50159392763434,4.20584394650942,3.04471415713513,3.23493924735249,5.41206876667731,5.80641286322438,6.29144955397369,6.02450962473393,4.9813062158176,3.59942435796633,4.05930328336136,3.45565704453643
"Ly6a",6.93285806280746,6.33455010488805,5.81737980872587,7.67334306178923,6.07224975896496,4.83080872654473,5.01597915912191,5.21608703699518,5.83169951578789,6.41071393478262,6.46826517014226,5.99419083903484,5.60384544172585,5.97794948666687,6.27283464425787,6.58496194089418
"Tshz1",4.45008077077707,4.78827411010372,5.23256921039282,4.75232859147937,5.69227782188206,5.78915572507663,6.00299294392348,6.25915033400006,4.83645489354217,5.12349284298151,4.4402378224707,5.07694870266461,5.34047350882443,5.1846367956547,5.42721483513923,5.28268756158956
"Hmga1b",6.79627352414115,6.83863861081294,7.45708369318249,7.40859295630609,7.72490748598566,7.54911476834707,7.77206079330111,7.92768533420284,6.59526259535444,6.61046639329689,5.4832890689121,6.41071414494681,7.0463453092295,7.25065418536806,7.56103821359085,7.3054637672488
"Spred1",4.4247869738592,4.58257744687377,4.25564403095591,4.2877313957287,5.52580754754388,5.10124527577913,5.58765478861429,5.71986997859978,4.59734208023178,4.16978629922897,4.46327957579499,4.4841549844176,5.48818121562541,5.8547897919839,5.82493503034681,6.06564788055863
"Adm",3.29228534189219,3.1541766574632,1.45947849700971,2.59064833773218,4.8337010035122,3.5307700367984,4.16839515616849,3.35462148552347,2.46214013060579,2.4608032557416,2.82067081458011,2.05537560007874,2.96488558630521,4.45213289991813,5.03760220113316,4.51549483800112
"Adora2a",3.11426424116124,3.28071869126281,2.59676156055123,2.94652492257926,4.12890760529948,3.76385828572714,4.46073122910799,4.67217808922276,2.99382923730302,3.10913658381397,3.12862126240061,2.82212477326755,4.45637937016458,4.50671016945084,4.81071308146016,4.95946579204698
"Adora2b",3.52601411909047,3.47291341194466,3.54657743074325,3.44622599802443,5.04520657595646,4.65515956620953,5.63171163138041,5.86872289431366,3.79152046183311,4.12699033701312,4.38332117071837,4.17271922954387,5.38217026731442,6.18177888081513,6.57008525451545,6.27005544302565
"Alas1",8.10376117436557,8.20710434656957,8.8159207795728,8.81897247305393,9.45538585970796,9.21942163129774,9.49588808132942,9.61584955696078,8.48708415587186,8.42189388611908,7.67785055270936,8.51278660415824,9.05339558609323,9.51835921671006,9.49753766958366,9.49146512649195
"Abcd1",6.74988234258896,6.59538140237324,6.86812286778563,6.74312319700327,5.92787676805837,5.62379852307076,5.36166472073171,5.75807034685817,6.78328004927949,6.84132787756736,6.5082968611104,6.72909116864518,5.81848162256598,6.04648603721887,5.79609319825896,5.74323403623837
"Prelp",5.94281930696665,5.54902885606348,4.76468348461871,6.70411783113524,5.18553684101717,4.90239982804395,4.2142631535178,4.32921105222739,4.88743500212067,4.5475231703089,6.12307479485689,5.19633097859324,4.28014146919458,4.55603909148632,4.61756527083938,4.06414107313174
"Ivns1abp",8.07604685913994,8.45081974006411,8.50389453544622,8.30810507384901,7.35248336674992,7.68815905279859,6.99472520626497,7.11818657347977,8.78232115378408,8.70950552600697,8.10802414462281,8.76032696590291,7.70798726169937,7.37059608575991,7.31213801447734,7.43676999869091
"Helb",5.15187263995506,5.01070435512938,5.4404668981533,5.02627998807092,4.25549474278132,4.36161754779265,3.68994017255205,4.01608456171692,5.30560482120609,5.26544856790507,4.92278198063288,5.4436219228383,4.65176853793712,4.80117106298939,4.09864859678223,4.10453382941885
"Fabp4",6.82151504926993,7.36008397705129,8.16856407524376,7.78304932538442,9.32268974825793,9.45870179932313,9.74932735460555,9.71029500155888,7.61952880791749,7.44056231658522,5.45993921167133,7.1917839881669,8.5445220159446,9.34264727639438,9.65086445724554,9.78500665946789
"Arc",5.43451656453207,4.84670287090985,3.00209445438015,4.90292228354944,6.07508409561675,5.38146837073687,6.06497266422556,5.48414098338841,3.10948717654035,3.84288141510212,4.96454797735999,3.89004555901048,4.90461482375445,5.41932026891292,5.52039128138833,4.94888555007134
"Areg",5.81851392233044,6.16979747525266,5.21401465275883,5.46858513001113,7.19537486754054,7.96550081156554,7.39267983629737,7.00412970748515,5.27746127382368,5.91915541927483,5.14713643757225,5.3595845958576,6.4047727453529,6.1805745364923,6.72038838425326,6.17096685993718
"Arg2",3.92394748197426,4.34000183393913,4.47677052230424,4.6314140559492,5.86830709600565,5.60289214842257,6.09706698059213,6.0170899285881,3.96216645350906,4.37724978587655,3.06282664230384,4.18925341173254,5.27667870880062,5.53870845728028,6.26437698231689,5.74503600942607
"Rhoc",7.44876496545989,7.3579440653174,7.90888275341807,7.77713300032407,8.35487909677371,8.7706387677827,8.46903023135012,8.7206489862922,7.4147968888375,7.48274734767125,6.4253449001614,7.5479293968099,8.2572870689575,8.37680283255461,8.36712849028445,8.56427532785892
"Atm",4.73697896797683,4.95519437725778,5.16733842018131,4.62296350312718,3.82746548322793,3.70814184511754,3.2646796751563,3.86448717678781,4.77155493208774,4.7039156042014,4.415997466126,4.84067410227236,3.81794954242365,3.58550314467561,3.66530161401468,3.86847526613411
"Atp8a1",6.65540726963108,6.90912325624997,6.57835022202727,6.4849490542499,5.77319233998881,5.83729023955961,4.99685838183229,5.17221438807699,6.73161459290853,6.51115310610885,6.89019291902729,6.59113469750843,6.10726210557596,5.41773059251911,5.27685291009985,5.32143566150345
"Slc7a2",7.96948114926399,8.19963858134621,8.63277251082266,8.339809788283,9.37936054363157,9.22827713399251,9.6515709021102,9.94459532988907,8.76472239983645,8.81016288432085,7.87004312522627,8.85618333687927,9.44816012926145,9.86404302540539,10.0052778520932,9.98227825639055
"Bcl2a1a",6.30215216050396,6.72496514021765,6.88113583568313,6.79487459171551,7.79340501124957,7.45133875203112,8.02721853057186,7.94978445343393,6.72629966185987,6.8499017418611,5.832303565561,6.72185137832506,7.15188704916884,7.29612757342092,8.09625796023809,7.95533370151894
"Bcl2a1c",4.77407977018842,4.8018959246068,4.71573729354727,4.59976956001824,6.09510732232789,5.99416618877598,6.24443407740472,6.48756279858831,4.68895670683125,5.24116483244173,4.79883447186107,5.02475561960788,5.59151968563657,5.79073424769041,6.32161170023971,6.34882602859369
"Bcl3",4.65304184102331,4.77861453665945,4.9060188997581,5.16903082299291,6.85813627256665,6.71709111072231,6.96982712790856,6.87816131749133,5.05771641198598,4.98328641927793,4.97243258472623,5.05057083421258,7.26532445973661,7.3923587185992,6.99061141351799,6.86365245287495
"Bcl6",5.10258937173657,5.31771938945311,4.95542508131282,5.16406298699401,6.13182416559838,5.70136353600176,5.77590152226288,6.01098536906748,4.59037010932173,4.74825675717405,4.51411682083303,4.85666244592659,5.95296666432124,5.90009559023288,5.74117846306802,5.49299911748566
"Bmx",4.91208688257478,5.12476168663231,5.40746611697615,4.92345555060489,3.58174818818743,4.10152525838314,3.49165214665623,2.75581711873899,4.9226650977014,4.49472724162754,3.97633248566237,4.98202296950201,4.40699651431496,3.02599977140372,2.70899837558577,2.72704493683651
"Casp4",5.80046558246819,5.76264499258378,6.30485315709538,6.1228691175527,7.95398487792181,7.54647688846973,7.83178547087583,8.11818080893006,6.05882025815241,5.81346399719046,4.90746034219999,5.96388853748209,7.03317489878308,7.80734431808548,8.23784201266924,7.99795239590662
"Cav1",4.53567722748038,4.10227012170675,4.4845315476742,4.94966822635133,5.51742697400737,5.26047482406576,5.73338318300085,6.4792109793625,5.29741247170778,4.90685222404607,4.73044762788875,5.38432559946705,5.3296398449504,5.75366455768968,6.50977441891929,6.02692097833851
"Cbfa2t3",5.64171432029874,5.6301662397096,4.43245124577575,4.96186984246579,5.22201951990976,4.27342377802566,4.27551188573323,4.3008297573415,5.85398125245552,5.96103065593945,6.6285860059312,5.89996639686827,4.81869335549514,4.96792967824599,4.47884570051318,4.61468980451365
"Ccnd2",7.94784824684418,8.17763042856792,8.78449311110055,8.34638551979667,9.20448778501795,9.3278592403149,9.43623356792028,9.43383031572112,8.05483527827783,7.81137055783561,6.49502702975918,7.93390373922676,9.09811070076023,9.02146606882502,9.04442837240743,9.21170950971319
"Ccng2",5.04731674579577,4.89286915858974,4.62239024000307,4.83058566730167,5.99647668852558,5.78401213997432,6.10919517446262,6.01992507255071,4.50465071194009,5.06208889791722,4.70418247119356,4.7330043754736,5.67592427249824,5.57022246544862,5.77877773930706,5.85362180914389
"Cd24a",7.74407326201944,7.42114319575815,7.69762103294667,7.47379874424493,8.26044601920109,8.42029901421913,8.38572421533063,8.7885659402613,7.27752460913639,6.96000676801381,6.43527928408463,7.42731398919452,7.86609902349834,7.9270976306604,8.55392868124771,8.48711042163913
"Cd3g",5.39434690507211,5.71224535419987,2.60311917459906,4.53525743105412,4.57061026292798,3.40771633252748,2.26333145198618,2.31364381560032,3.86738884652004,4.24692725401732,3.94166897189039,3.14095241872705,4.17597737910061,4.25402609012283,2.68504861273773,3.54455131731475
"Cd69",6.06384253098252,6.58651502469424,5.52063040363371,5.60298915265853,6.97618098221464,6.57826935450412,6.37944726677036,6.80499838193165,5.17118216127346,5.32754504169787,5.22117116936622,5.35287097026745,5.98181578849829,6.29059725589429,6.71402793900632,6.47165267679689
"Cd79a",6.00577341514857,6.11983701305576,3.97316782324283,5.49901006543743,6.07098340796415,4.00057589131475,3.66317824779159,3.60745190112022,4.0964856349974,4.39752852018409,4.85015975077109,4.05768007108219,4.36869133881234,4.78250978168372,4.48134247676275,4.11890593255665
"Cdc25b",5.60158801335662,5.44920257637928,5.43445488096247,5.24512166483402,4.24213689016399,3.99106673422905,4.02932709558009,3.76446749559685,5.20244198189596,5.32881273664378,5.25773637154824,5.6526725185479,4.34641610128743,4.03215130993736,3.85555645921338,4.1369550090926
"Cdh5",6.69814480586982,6.00301547657457,5.50012205547927,7.21538360534781,6.31195226678155,4.51752552757154,5.09688556791641,4.98632624289854,5.73971990235363,5.69006845494966,5.81489459044448,5.9995890562147,4.78529684257312,4.48779408333003,5.40200241742894,5.42867156937486
"Cdkn1b",5.8192766580368,5.86722871513743,5.65529996635411,5.73583009969805,7.20029944503307,7.42507294180726,7.3691985768891,7.29983710452419,5.59079490941508,5.96624628320014,5.40795244627804,5.71860238822897,6.70517907179405,6.67536311296108,6.99441001984536,6.69993015412062
"Cebpd",5.10710034494626,4.66634351538456,3.76786668238551,4.74023014925885,5.28673227822351,5.31741063392587,5.82420015763162,4.96072541072945,3.53203825978182,3.75638524775799,4.80864335458686,3.88096677541765,4.93393207315091,4.94476369040735,5.37026861823585,5.28705678180387
"Cflar",5.60020609098524,5.61653376506565,6.00598205929084,5.8545419722325,8.043900740318,8.07537077941116,8.07382206751779,8.21062326980608,5.61421572369724,5.77499157709875,5.24120832152935,5.78269504941858,7.61360305365697,7.62008635709255,7.94887036715108,7.91774328245047
"Ch25h",7.46677907517694,6.82317273595597,6.75822537092272,7.11963220844367,9.83117343022649,9.39395016153347,10.1806367095318,10.4398802031764,5.85627589649362,6.28246420058282,6.44393714280845,6.74845772634087,7.10511940458585,9.13799421121349,10.270476646516,10.1467853013082
"Cish",4.50963558508128,4.68756592602333,4.00576791639753,4.5650839284842,5.50337424687282,5.28220849027128,5.64608242708952,5.57708915232992,4.95393624110083,5.06464349035576,4.38151114262145,4.76608536994543,6.00861657828867,5.91548729073106,6.6984894218268,6.84878511910606
"Socs3",4.35059596999225,4.36755264837238,2.52880446693045,4.12729663435585,6.25198385958972,5.7469795595193,6.32673203060622,6.22225896064731,2.86896089251658,3.04637075197171,4.29612844170806,3.58188018326787,5.14703171708216,6.39620858950054,6.77560657902426,6.28318015583009
