"","N.C.1","N.C.2","N.C.3","N.C.4","N.SP3.1","N.SP3.2","N.SP3.3","N.SP3.4","E.C.1","E.C.2","E.C.3","E.C.4","E.SP3.1","E.SP3.2","E.SP3.3","E.SP3.4"
"17416761",5.03655584975869,5.12332187400022,5.8945563249353,5.28697402764915,5.52213005426673,5.38672389970157,5.80386703201384,6.14136964166442,5.31558652232476,5.4972992689354,3.85908168299597,5.3511848935357,5.12983156344979,5.57730998342375,6.19092498888349,6.48891613996142
"17275524",5.81615557730553,6.38726968637458,6.37856335712091,6.14878075785106,6.92789425024165,7.14410833483539,7.19989676377463,7.3971070570676,6.28508479000108,6.24303842428154,4.76225455171384,6.23901452148792,6.69647271055035,6.89843562797404,7.09627720088398,7.33655332702209
"17549204",3.23626158815753,4.23283324524914,3.4269966818777,3.14247548028879,3.53801168775416,4.0836082916637,3.95997477499761,4.16473616020962,3.96326088806543,3.37948809874982,3.26658491008829,3.72807058212515,3.99957766296463,3.7808364782961,3.79624642032175,3.78009454432709
"17366932",4.60479784100779,4.53020592614545,4.41086668493964,3.95740482284614,3.49579438351129,4.46534187096154,3.54032230326056,4.24526285840472,4.80302124339495,4.72135543509528,3.74358291702162,4.5618497498821,4.69400772955018,4.62655437279971,4.0023572298002,4.49611282206479
"17366886",4.00509604019544,3.51711650388527,3.65591401695822,4.17733364614576,3.01332969435394,4.0191985098469,4.02565080698613,4.67175077585921,3.23537665321833,3.57697915564107,3.24477259961401,4.26410423258973,3.96452426388504,3.70721484538,4.42708493891466,3.98867273695329
"17437702",4.84725405234208,4.70364374061811,4.82038308506672,4.72499118456037,4.85137279536096,5.0252927348552,5.3868178670155,5.1936273468282,4.77594219252206,4.51155710161459,5.69453045314926,4.70778174738996,5.17228801199902,4.785744269988,5.22198570046943,5.1465983212386
"17278876",1.30876334312046,1.28240234558543,0.774920441762691,1.00796619828213,1.14830083474597,1.27061125984938,1.82034941941207,1.64019383705654,1.35819228003007,0.999507568661761,1.69297190871234,0.831609780174373,0.851964853408291,0.954219228718481,1.39429834032987,1.18192488964915
"17367137",3.83497238549189,3.27321999743308,3.95691300763787,3.86495448920201,3.91965251795599,3.60362854044878,3.40733571794799,3.64465642417819,3.49246997975445,4.01472990345023,3.11560096550112,4.20549154887289,4.13639803865543,4.34568391385686,3.26475518893641,3.85319560939792
"17381280",2.95338021274364,2.74311468163368,2.92267653247122,2.81164188707631,3.06596889011286,2.74025297880974,2.94938909915584,2.85536963222363,2.4441837371134,2.34344084698107,2.12649275100076,2.39509625640408,2.20007011267214,2.22842915379151,2.60487937041399,2.49889713337677
"17457691",4.0624068843078,4.02599214463899,3.25572349462136,3.7983172895381,3.98982868755138,4.10400383860922,3.82567074685032,3.37421557532025,3.62289729627507,3.53142274133254,4.6404186162683,3.86541175237463,3.28780998223301,3.66501449337037,3.63674440740764,3.86638934174017
"17408696",2.59530605992014,2.73164488292584,3.20686113738895,2.67041629609321,3.30008841098677,3.76228985456639,3.67374134794473,4.42205479529726,3.27659613988512,3.17178594966904,2.00431637065891,3.18417155188697,4.1293629264908,3.88674609339675,4.61393913270868,4.90183679932797
"17345722",2.04901693832403,1.94538680940795,1.47769925816936,1.62753725779347,1.49423904213425,1.67251540492182,1.80342802589889,1.37422836314296,1.43325396764978,1.35480942535822,2.05721978241781,1.31308467244066,1.51346169562556,1.99084493311831,1.85756329356422,1.52106481237232
"17357148",6.35826372672776,5.78948025634623,5.35827426245003,6.09197967673672,6.41974072393127,5.63270655733561,5.31440376386867,5.06730544360088,6.06413551194775,5.95091085071059,6.08781626183663,5.56436244589813,5.53262361864227,5.63635929873562,5.53694954586162,5.45951652810913
"17346510",1.73653642729769,1.67222308813856,1.16232049309076,1.56187922218062,1.64473182046202,1.87786469887509,1.99333334937636,1.40431304661971,1.19378762243438,1.27356164278038,1.64686263399968,1.30315945222336,1.34736416389349,1.12597894174816,1.02855439394301,1.15303405417298
